iso2,year,v2x_corr,bci_bci,cc_rev,continent
LR,2005,0.853,50.94458,0.7408072,Africa
LR,2006,0.812,50.929947,0.643767,Africa
LR,2007,0.812,50.906624,0.59155912,Africa
LR,2008,0.812,50.895958,0.64750854,Africa
LR,2009,0.812,50.867233,0.61797118,Africa
LR,2010,0.812,50.823338,0.6123522,Africa
LR,2011,0.812,50.789482,0.63423756,Africa
LR,2012,0.812,50.709274,0.61969846,Africa
LR,2013,0.818,51.045979,0.64211412,Africa
LR,2014,0.818,50.820946,0.65429162,Africa
LR,2015,0.818,50.552986,0.62908774,Africa
LR,2016,0.818,49.644779,0.64432308,Africa
LR,2017,0.835,50.065201,0.63256336,Africa
MW,1990,0.159,47.72366,,Africa
MW,1991,0.164,47.699425,,Africa
MW,1992,0.164,47.708401,,Africa
MW,1993,0.165,47.710033,,Africa
MW,1994,0.295,47.723862,,Africa
MW,1995,0.74,47.711868,,Africa
MW,1996,0.74,47.722118,0.56321262,Africa
MW,1997,0.74,47.721264,,Africa
MW,1998,0.74,47.72823,0.55078246,Africa
MW,1999,0.74,47.71841,,Africa
MW,2000,0.74,47.723827,0.5543767,Africa
MW,2001,0.74,47.730705,,Africa
MW,2002,0.74,47.727276,0.6916362,Africa
MW,2003,0.74,47.732624,0.64625166,Africa
MW,2004,0.74,47.711514,0.65362416,Africa
MW,2005,0.73,47.701897,0.64199,Africa
MW,2006,0.723,47.679127,0.60987942,Africa
MW,2007,0.723,47.659363,0.6028842,Africa
MW,2008,0.725,47.604309,0.58913118,Africa
MW,2009,0.724,47.637878,0.58092344,Africa
MW,2010,0.754,48.321754,0.59743536,Africa
MW,2011,0.754,50.994087,0.58338764,Africa
MW,2012,0.754,53.450928,0.59432326,Africa
MW,2013,0.742,55.771328,0.62147912,Africa
MW,2014,0.733,56.623356,0.65022684,Africa
MW,2015,0.745,58.886078,0.65331524,Africa
MW,2016,0.757,59.70393,0.65133694,Africa
MW,2017,0.724,59.814526,0.6316007,Africa
MV,1996,0.726,50.26255,0.56458812,Asia
MV,1997,0.726,50.288696,,Asia
MV,1998,0.735,50.317669,0.57630132,Asia
MV,1999,0.735,50.345505,,Asia
MV,2000,0.735,50.369606,0.5763056,Asia
MV,2001,0.735,50.399757,,Asia
MV,2002,0.735,50.434402,0.53699756,Asia
MV,2003,0.735,50.485451,0.51061754,Asia
MV,2004,0.738,50.541187,0.57049134,Asia
MV,2005,0.71,50.603016,0.58815222,Asia
MV,2006,0.697,50.667301,0.61995438,Asia
MV,2007,0.697,50.708961,0.67132494,Asia
MV,2008,0.627,50.726898,0.66362502,Asia
MV,2009,0.628,50.729919,0.63339992,Asia
MV,2010,0.632,50.693306,0.60958076,Asia
MV,2011,0.632,50.747467,0.6109658,Asia
MV,2012,0.663,50.724384,0.64055944,Asia
MV,2013,0.725,50.674477,0.64955528,Asia
MV,2014,0.733,51.011757,0.5753225,Asia
MV,2015,0.739,51.311821,0.59587792,Asia
MV,2016,0.672,51.599472,0.63323976,Asia
MV,2017,0.645,51.735195,0.6575185,Asia
MN,1990,0.329,62.539604,,Asia
MN,1991,0.297,62.671406,,Asia
MN,1992,0.312,62.800777,,Asia
MN,1993,0.324,62.943905,,Asia
MN,1994,0.324,63.091141,,Asia
MN,1995,0.324,63.240837,,Asia
MN,1996,0.403,63.379913,0.4776483,Asia
MN,1997,0.403,63.535843,,Asia
MN,1998,0.403,63.687035,0.48889972,Asia
MN,1999,0.403,63.830173,,Asia
MN,2000,0.57,63.98867,0.5619578,Asia
MN,2001,0.57,64.133659,,Asia
MN,2002,0.62,64.296852,0.50143052,Asia
MN,2003,0.62,64.449417,0.54035242,Asia
MN,2004,0.631,64.595406,0.57960402,Asia
MN,2005,0.642,64.752777,0.62219518,Asia
MN,2006,0.642,64.9282,0.61692796,Asia
MN,2007,0.643,65.218544,0.62297036,Asia
MN,2008,0.642,65.545799,0.6322402,Asia
MN,2009,0.641,65.68837,0.651732,Asia
MN,2010,0.63,64.897903,0.64703884,Asia
MN,2011,0.622,63.517757,0.6384195,Asia
MN,2012,0.639,61.823284,0.60701502,Asia
MN,2013,0.611,59.288723,0.5958456,Asia
MN,2014,0.615,56.760529,0.59475846,Asia
MN,2015,0.622,54.757858,0.59832516,Asia
MN,2016,0.591,53.737736,0.5974406,Asia
MN,2017,0.628,54.184666,0.59034128,Asia
MA,1990,0.696,51.121525,,Africa
MA,1991,0.696,51.150341,,Africa
MA,1992,0.696,51.184921,,Africa
MA,1993,0.696,51.213699,,Africa
MA,1994,0.696,51.239822,,Africa
MA,1995,0.696,51.269024,,Africa
MA,1996,0.696,51.301975,0.5213854,Africa
MA,1997,0.684,51.32386,,Africa
MA,1998,0.672,51.350117,0.4778304,Africa
MA,1999,0.672,51.367008,,Africa
MA,2000,0.651,51.403942,0.52194622,Africa
MA,2001,0.651,51.436852,,Africa
MA,2002,0.638,51.460693,0.53751838,Africa
MA,2003,0.638,51.482304,0.55200878,Africa
MA,2004,0.638,51.514107,0.52865672,Africa
MA,2005,0.602,51.539024,0.56157708,Africa
MA,2006,0.602,51.570805,0.58169772,Africa
MA,2007,0.602,51.315273,0.56898168,Africa
MA,2008,0.602,51.166763,0.5764871,Africa
MA,2009,0.602,51.170738,0.56512092,Africa
MA,2010,0.602,50.322304,0.5409819,Africa
MA,2011,0.582,48.961334,0.58016386,Africa
MA,2012,0.576,47.402218,0.58735144,Africa
MA,2013,0.58,46.894241,0.57422272,Africa
MA,2014,0.58,45.443359,0.55313634,Africa
MA,2015,0.578,45.420078,0.54406816,Africa
MA,2016,0.533,45.37466,0.525943,Africa
MA,2017,0.469,45.454811,0.52789548,Africa
NL,1990,0.022,20.194897,,Europe
NL,1991,0.022,19.942808,,Europe
NL,1992,0.022,19.677418,,Europe
NL,1993,0.022,19.420771,,Europe
NL,1994,0.022,19.152273,,Europe
NL,1995,0.022,18.898928,,Europe
NL,1996,0.022,18.665152,0.0836204,Europe
NL,1997,0.022,18.408709,,Europe
NL,1998,0.022,18.174194,0.0706186,Europe
NL,1999,0.022,17.940454,,Europe
NL,2000,0.022,17.711878,0.0586736,Europe
NL,2001,0.022,17.486731,,Europe
NL,2002,0.027,17.284637,0.075458,Europe
NL,2003,0.02,17.05879,0.0895244,Europe
NL,2004,0.02,16.832218,0.1003502,Europe
NL,2005,0.02,16.590376,0.1058856,Europe
NL,2006,0.02,16.355326,0.0899042,Europe
NL,2007,0.02,15.684744,0.0660126,Europe
NL,2008,0.02,15.547801,0.076353,Europe
NL,2009,0.02,15.584403,0.0731354,Europe
NL,2010,0.02,15.301483,0.0712482,Europe
NL,2011,0.02,14.962985,0.0758792,Europe
NL,2012,0.02,15.207538,0.0764802,Europe
NL,2013,0.03,15.994916,0.0907996,Europe
NL,2014,0.03,16.614637,0.1019012,Europe
NL,2015,0.023,16.176952,0.1231406,Europe
NL,2016,0.023,15.357657,0.1173778,Europe
NL,2017,0.023,15.033551,0.1265444,Europe
PA,1990,0.735,52.863632,,Americas
PA,1991,0.587,52.906261,,Americas
PA,1992,0.587,52.954182,,Americas
PA,1993,0.587,52.980339,,Americas
PA,1994,0.587,52.999874,,Americas
PA,1995,0.587,53.021252,,Americas
PA,1996,0.587,53.063965,0.54022114,Americas
PA,1997,0.587,53.113956,,Americas
PA,1998,0.587,53.146099,0.5166054,Americas
PA,1999,0.587,53.176113,,Americas
PA,2000,0.587,53.20562,0.56430398,Americas
PA,2001,0.587,53.232155,,Americas
PA,2002,0.587,53.27269,0.55984334,Americas
PA,2003,0.587,53.311096,0.569662,Americas
PA,2004,0.587,53.352551,0.55366552,Americas
PA,2005,0.587,53.380363,0.57017948,Americas
PA,2006,0.587,53.39286,0.5646004,Americas
PA,2007,0.587,53.334641,0.5600833,Americas
PA,2008,0.587,53.379753,0.51727872,Americas
PA,2009,0.587,53.346046,0.5590395,Americas
PA,2010,0.587,52.724838,0.56415338,Americas
PA,2011,0.587,52.902855,0.56339894,Americas
PA,2012,0.587,52.615936,0.57160456,Americas
PA,2013,0.591,52.844978,0.56916384,Americas
PA,2014,0.591,53.815922,0.56792608,Americas
PA,2015,0.591,54.050957,0.57414646,Americas
PA,2016,0.591,53.592392,0.59894732,Americas
PA,2017,0.564,53.43689,0.60795286,Americas
PG,1990,0.636,59.267883,,Oceania
PG,1991,0.636,59.389294,,Oceania
PG,1992,0.636,59.508545,,Oceania
PG,1993,0.636,59.641403,,Oceania
PG,1994,0.636,59.796741,,Oceania
PG,1995,0.636,59.919472,,Oceania
PG,1996,0.636,60.06617,0.58669344,Oceania
PG,1997,0.636,60.202209,,Oceania
PG,1998,0.636,60.361172,0.65298204,Oceania
PG,1999,0.636,60.52742,,Oceania
PG,2000,0.636,60.692741,0.66646442,Oceania
PG,2001,0.636,60.85907,,Oceania
PG,2002,0.636,61.025246,0.68257322,Oceania
PG,2003,0.636,61.156494,0.67647656,Oceania
PG,2004,0.636,61.267647,0.69210172,Oceania
PG,2005,0.636,61.344429,0.7263244,Oceania
PG,2006,0.636,61.349541,0.7271618,Oceania
PG,2007,0.636,61.304882,0.7214932,Oceania
PG,2008,0.636,61.167767,0.730954,Oceania
PG,2009,0.636,60.941948,0.7465064,Oceania
PG,2010,0.636,60.587978,0.7087972,Oceania
PG,2011,0.67,61.397732,0.7045692,Oceania
PG,2012,0.67,62.017105,0.6876162,Oceania
PG,2013,0.67,62.422523,0.69230442,Oceania
PG,2014,0.67,62.823421,0.68208376,Oceania
PG,2015,0.67,63.079746,0.68796056,Oceania
PG,2016,0.67,63.284065,0.68667714,Oceania
PG,2017,0.706,63.322182,0.67979978,Oceania
QA,1990,0.537,27.429195,,Asia
QA,1991,0.537,27.226536,,Asia
QA,1992,0.537,27.006779,,Asia
QA,1993,0.544,26.793488,,Asia
QA,1994,0.544,26.600019,,Asia
QA,1995,0.544,26.395704,,Asia
QA,1996,0.533,26.169895,0.50911916,Asia
QA,1997,0.461,25.956917,,Asia
QA,1998,0.461,25.729883,0.39975612,Asia
QA,1999,0.461,25.508884,,Asia
QA,2000,0.461,25.286964,0.3938773,Asia
QA,2001,0.461,25.039003,,Asia
QA,2002,0.461,24.796646,0.3630194,Asia
QA,2003,0.461,24.565029,0.39285122,Asia
QA,2004,0.461,24.348965,0.39613558,Asia
QA,2005,0.461,24.109501,0.35748528,Asia
QA,2006,0.461,23.868612,0.31387604,Asia
QA,2007,0.461,23.510303,0.3645587,Asia
QA,2008,0.461,22.238375,0.31145138,Asia
QA,2009,0.461,20.276058,0.1865628,Asia
QA,2010,0.447,20.132839,0.2186886,Asia
QA,2011,0.447,20.061314,0.2983646,Asia
QA,2012,0.447,16.91264,0.2878476,Asia
QA,2013,0.454,14.856745,0.2778274,Asia
QA,2014,0.454,14.720648,0.30229256,Asia
QA,2015,0.454,15.525088,0.32170472,Asia
QA,2016,0.456,15.832595,0.3198443,Asia
QA,2017,0.464,15.572388,0.35322184,Asia
SL,1990,0.895,60.394314,,Africa
SL,1991,0.889,60.500175,,Africa
SL,1992,0.823,60.620712,,Africa
SL,1993,0.823,60.730198,,Africa
SL,1994,0.823,60.836445,,Africa
SL,1995,0.823,60.945824,,Africa
SL,1996,0.799,61.06245,0.65129488,Africa
SL,1997,0.756,61.174686,,Africa
SL,1998,0.756,61.292747,0.66109124,Africa
SL,1999,0.755,61.390759,,Africa
SL,2000,0.755,61.521248,0.67771084,Africa
SL,2001,0.755,61.616886,,Africa
SL,2002,0.798,61.731972,0.66688456,Africa
SL,2003,0.803,61.838772,0.68158826,Africa
SL,2004,0.792,61.95261,0.68154464,Africa
SL,2005,0.78,62.07568,0.7133234,Africa
SL,2006,0.78,62.167912,0.7038906,Africa
SL,2007,0.809,62.254635,0.68239142,Africa
SL,2008,0.809,62.344028,0.69373844,Africa
SL,2009,0.809,62.451393,0.68622986,Africa
SL,2010,0.802,62.538315,0.65493456,Africa
SL,2011,0.802,62.624863,0.6685981,Africa
SL,2012,0.802,62.721119,0.69022606,Africa
SL,2013,0.825,62.949371,0.68116894,Africa
SL,2014,0.825,63.454952,0.68813144,Africa
SL,2015,0.825,63.912987,0.6599409,Africa
SL,2016,0.825,64.030022,0.66382618,Africa
SL,2017,0.802,63.296494,0.6132313,Africa
ES,1990,0.039,36.524796,,Europe
ES,1991,0.039,36.413666,,Europe
ES,1992,0.039,36.325344,,Europe
ES,1993,0.039,36.21833,,Europe
ES,1994,0.039,36.116444,,Europe
ES,1995,0.039,36.000195,,Europe
ES,1996,0.039,35.895466,0.2741578,Europe
ES,1997,0.039,35.778416,,Europe
ES,1998,0.039,35.674332,0.220131,Europe
ES,1999,0.039,35.572586,,Europe
ES,2000,0.039,35.453278,0.2250012,Europe
ES,2001,0.039,35.354961,,Europe
ES,2002,0.039,35.262035,0.22878,Europe
ES,2003,0.039,35.173912,0.2213766,Europe
ES,2004,0.039,35.077103,0.228682,Europe
ES,2005,0.039,34.991764,0.2327582,Europe
ES,2006,0.039,34.976505,0.2628558,Europe
ES,2007,0.039,35.261368,0.2826714,Europe
ES,2008,0.039,35.681652,0.2619548,Europe
ES,2009,0.039,36.559162,0.28756,Europe
ES,2010,0.041,37.40147,0.2831292,Europe
ES,2011,0.046,38.632076,0.2791752,Europe
ES,2012,0.052,40.340801,0.2743548,Europe
ES,2013,0.062,42.552223,0.3193815,Europe
ES,2014,0.062,45.183247,0.37403166,Europe
ES,2015,0.065,45.489384,0.38321996,Europe
ES,2016,0.078,44.990826,0.3968739,Europe
ES,2017,0.06,45.260323,0.40164642,Europe
SY,1990,0.864,57.313866,,Asia
SY,1991,0.864,57.382843,,Asia
SY,1992,0.864,57.453442,,Asia
SY,1993,0.864,57.532761,,Asia
SY,1994,0.864,57.622421,,Asia
SY,1995,0.864,57.697765,,Asia
SY,1996,0.864,57.794262,0.67623524,Asia
SY,1997,0.864,57.867313,,Asia
SY,1998,0.864,57.957047,0.68291046,Asia
SY,1999,0.864,58.03503,,Asia
SY,2000,0.904,58.117596,0.7052184,Asia
SY,2001,0.904,58.213409,,Asia
SY,2002,0.904,58.294697,0.57899024,Asia
SY,2003,0.904,58.379292,0.65969302,Asia
SY,2004,0.904,58.456738,0.66427006,Asia
SY,2005,0.904,58.522606,0.6696096,Asia
SY,2006,0.904,58.592587,0.7122296,Asia
SY,2007,0.904,58.676094,0.7209492,Asia
SY,2008,0.905,58.503578,0.7302186,Asia
SY,2009,0.902,58.423058,0.7258828,Asia
SY,2010,0.9,59.415337,0.726865,Asia
SY,2011,0.896,59.891769,0.7185964,Asia
SY,2012,0.914,60.385143,0.742599,Asia
SY,2013,0.934,60.676952,0.7517976,Asia
SY,2014,0.934,60.948975,0.8106336,Asia
SY,2015,0.934,61.124973,0.8091438,Asia
SY,2016,0.925,61.231087,0.814423,Asia
SY,2017,0.932,61.282486,0.8125988,Asia
TN,1990,0.846,34.146667,,Africa
TN,1991,0.846,34.018326,,Africa
TN,1992,0.846,33.894413,,Africa
TN,1993,0.846,33.757572,,Africa
TN,1994,0.846,33.617657,,Africa
TN,1995,0.846,33.473721,,Africa
TN,1996,0.846,33.344627,0.60673562,Africa
TN,1997,0.846,33.220387,,Africa
TN,1998,0.846,33.064857,0.54760182,Africa
TN,1999,0.846,32.922665,,Africa
TN,2000,0.846,32.769009,0.54624408,Africa
TN,2001,0.846,32.637417,,Africa
TN,2002,0.846,32.479618,0.42601152,Africa
TN,2003,0.846,32.340191,0.46805248,Africa
TN,2004,0.846,32.183929,0.48342696,Africa
TN,2005,0.846,32.013252,0.55157874,Africa
TN,2006,0.846,31.853041,0.5378566,Africa
TN,2007,0.846,31.644768,0.5499214,Africa
TN,2008,0.843,31.557701,0.56078056,Africa
TN,2009,0.842,31.754477,0.54419266,Africa
TN,2010,0.835,32.546875,0.55175884,Africa
TN,2011,0.188,36.235081,0.51135176,Africa
TN,2012,0.196,39.705212,0.51194402,Africa
TN,2013,0.205,42.940773,0.51340796,Africa
TN,2014,0.201,44.507076,0.50737694,Africa
TN,2015,0.175,45.472412,0.51376216,Africa
TN,2016,0.228,45.477486,0.52696896,Africa
TN,2017,0.225,45.412651,0.52172836,Africa
TR,1990,0.485,49.017841,,Asia
TR,1991,0.485,49.012005,,Asia
TR,1992,0.485,49.021431,,Asia
TR,1993,0.485,49.027321,,Asia
TR,1994,0.485,49.044979,,Asia
TR,1995,0.485,49.057499,,Asia
TR,1996,0.485,49.075741,0.5296147,Asia
TR,1997,0.485,49.071728,,Asia
TR,1998,0.485,49.086071,0.55928408,Asia
TR,1999,0.475,49.082958,,Asia
TR,2000,0.475,49.07169,0.53944296,Asia
TR,2001,0.475,49.027672,,Asia
TR,2002,0.48,48.986164,0.60436318,Asia
TR,2003,0.48,48.965107,0.53677112,Asia
TR,2004,0.48,48.918468,0.53502766,Asia
TR,2005,0.48,48.874687,0.50626286,Asia
TR,2006,0.487,48.864704,0.49453082,Asia
TR,2007,0.502,48.803993,0.47894488,Asia
TR,2008,0.519,49.316647,0.47752806,Asia
TR,2009,0.519,49.179512,0.48244398,Asia
TR,2010,0.573,48.754192,0.49414732,Asia
TR,2011,0.585,47.756367,0.4911567,Asia
TR,2012,0.609,45.666718,0.46845214,Asia
TR,2013,0.651,44.4743,0.48155076,Asia
TR,2014,0.708,44.607841,0.52958768,Asia
TR,2015,0.708,43.168938,0.53087634,Asia
TR,2016,0.752,41.215103,0.53831216,Asia
TR,2017,0.776,40.553398,0.5386482,Asia
UA,1996,0.813,58.796219,0.7220274,Europe
UA,1997,0.813,58.898769,,Europe
UA,1998,0.889,59.021786,0.7539568,Europe
UA,1999,0.893,59.120632,,Europe
UA,2000,0.874,59.195004,0.729993,Europe
UA,2001,0.879,59.267075,,Europe
UA,2002,0.883,59.331821,0.7106558,Europe
UA,2003,0.891,59.388325,0.68566738,Europe
UA,2004,0.831,59.434509,0.68667816,Europe
UA,2005,0.83,59.47039,0.64437964,Europe
UA,2006,0.855,59.545609,0.65016356,Europe
UA,2007,0.852,60.247803,0.65948432,Europe
UA,2008,0.847,61.717514,0.66769924,Europe
UA,2009,0.877,63.955711,0.7078788,Europe
UA,2010,0.897,65.864708,0.7054108,Europe
UA,2011,0.895,66.236122,0.7099984,Europe
UA,2012,0.895,65.739517,0.7154754,Europe
UA,2013,0.891,65.637794,0.7263036,Europe
UA,2014,0.836,64.837158,0.69883954,Europe
UA,2015,0.793,63.758148,0.6959832,Europe
UA,2016,0.786,63.142727,0.66282004,Europe
UA,2017,0.773,62.883316,0.6567894,Europe
GB,1990,0.034,22.885469,,Europe
GB,1991,0.034,22.660786,,Europe
GB,1992,0.034,22.426462,,Europe
GB,1993,0.035,22.201349,,Europe
GB,1994,0.035,21.963266,,Europe
GB,1995,0.035,21.734253,,Europe
GB,1996,0.035,21.512808,0.1038962,Europe
GB,1997,0.035,21.299742,,Europe
GB,1998,0.038,21.067417,0.0781748,Europe
GB,1999,0.038,20.861578,,Europe
GB,2000,0.038,20.642536,0.0721384,Europe
GB,2001,0.046,20.436432,,Europe
GB,2002,0.046,20.230185,0.0888668,Europe
GB,2003,0.046,20.03269,0.0921634,Europe
GB,2004,0.046,19.837351,0.1133384,Europe
GB,2005,0.046,19.633118,0.1197842,Europe
GB,2006,0.046,19.485136,0.1415346,Europe
GB,2007,0.046,19.874678,0.1515584,Europe
GB,2008,0.046,20.661009,0.1635026,Europe
GB,2009,0.046,19.484415,0.1734546,Europe
GB,2010,0.046,17.436115,0.1790346,Europe
GB,2011,0.046,16.802359,0.1767818,Europe
GB,2012,0.046,16.56216,0.1651694,Europe
GB,2013,0.056,16.555883,0.160173,Europe
GB,2014,0.056,17.08728,0.1523044,Europe
GB,2015,0.056,16.67495,0.1247258,Europe
GB,2016,0.056,15.814979,0.1202046,Europe
GB,2017,0.039,15.780937,0.1313314,Europe
UY,1990,0.047,31.156586,,Americas
UY,1991,0.047,30.986389,,Americas
UY,1992,0.047,30.835049,,Americas
UY,1993,0.047,30.665146,,Americas
UY,1994,0.047,30.510618,,Americas
UY,1995,0.043,30.347996,,Americas
UY,1996,0.039,30.187153,0.2750008,Americas
UY,1997,0.039,30.026941,,Americas
UY,1998,0.039,29.855526,0.2841034,Americas
UY,1999,0.039,29.695618,,Americas
UY,2000,0.039,29.541512,0.31497186,Americas
UY,2001,0.039,29.369507,,Americas
UY,2002,0.039,29.209272,0.3174721,Americas
UY,2003,0.039,29.042459,0.289931,Americas
UY,2004,0.039,28.874254,0.32027698,Americas
UY,2005,0.039,28.662573,0.2850656,Americas
UY,2006,0.039,28.420015,0.2770972,Americas
UY,2007,0.039,28.068554,0.251203,Americas
UY,2008,0.039,27.609869,0.2383198,Americas
UY,2009,0.037,26.898209,0.2523194,Americas
UY,2010,0.038,25.702513,0.2441334,Americas
UY,2011,0.038,25.118835,0.244224,Americas
UY,2012,0.038,25.492361,0.2289046,Americas
UY,2013,0.053,26.145947,0.224975,Americas
UY,2014,0.052,26.175591,0.2242414,Americas
UY,2015,0.044,27.373257,0.2366294,Americas
UY,2016,0.045,28.774748,0.2465002,Americas
UY,2017,0.045,29.933048,0.2414582,Americas
DZ,1990,0.64,54.428112,,Africa
DZ,1991,0.64,54.499119,,Africa
DZ,1992,0.624,54.561813,,Africa
DZ,1993,0.68,54.622215,,Africa
DZ,1994,0.697,54.699226,,Africa
DZ,1995,0.708,54.760441,,Africa
DZ,1996,0.708,54.826782,0.61334818,Africa
DZ,1997,0.708,54.892605,,Africa
DZ,1998,0.708,54.953644,0.6763559,Africa
DZ,1999,0.748,55.015163,,Africa
DZ,2000,0.75,55.060665,0.68758222,Africa
DZ,2001,0.75,55.127789,,Africa
DZ,2002,0.75,55.177029,0.67513622,Africa
DZ,2003,0.75,55.236938,0.63845224,Africa
DZ,2004,0.75,55.294506,0.6358956,Africa
DZ,2005,0.75,55.343491,0.5964344,Africa
DZ,2006,0.75,55.404148,0.60426702,Africa
DZ,2007,0.751,55.51408,0.61198578,Africa
DZ,2008,0.751,55.872509,0.61891388,Africa
DZ,2009,0.75,56.234577,0.61557668,Africa
DZ,2010,0.766,56.284592,0.60496996,Africa
DZ,2011,0.768,58.126945,0.60891696,Africa
DZ,2012,0.766,60.590717,0.60064352,Africa
DZ,2013,0.707,60.663132,0.59469682,Africa
DZ,2014,0.706,59.344772,0.6200058,Africa
DZ,2015,0.703,56.668999,0.62911338,Africa
DZ,2016,0.699,55.648403,0.6355785,Africa
DZ,2017,0.736,55.245445,0.62083504,Africa
AO,1990,0.646,64.026062,,Africa
AO,1991,0.721,64.167038,,Africa
AO,1992,0.802,64.324387,,Africa
AO,1993,0.821,64.473251,,Africa
AO,1994,0.821,64.626297,,Africa
AO,1995,0.831,64.774216,,Africa
AO,1996,0.831,64.937706,0.7335404,Africa
AO,1997,0.831,65.095764,,Africa
AO,1998,0.831,65.239487,0.7811672,Africa
AO,1999,0.831,65.389732,,Africa
AO,2000,0.831,65.552208,0.804537,Africa
AO,2001,0.831,65.699516,,Africa
AO,2002,0.86,65.849197,0.7367258,Africa
AO,2003,0.891,65.988518,0.764133,Africa
AO,2004,0.891,66.144958,0.7627118,Africa
AO,2005,0.891,66.284271,0.7592278,Africa
AO,2006,0.891,66.415985,0.7440122,Africa
AO,2007,0.891,66.639931,0.7579386,Africa
AO,2008,0.891,66.864944,0.7569242,Africa
AO,2009,0.891,67.079185,0.780931,Africa
AO,2010,0.891,67.297623,0.765146,Africa
AO,2011,0.891,68.16214,0.7688574,Africa
AO,2012,0.891,68.936279,0.7537174,Africa
AO,2013,0.865,69.662621,0.76194,Africa
AO,2014,0.869,70.732582,0.788778,Africa
AO,2015,0.866,70.708832,0.7789556,Africa
AO,2016,0.866,70.689346,0.7879406,Africa
AO,2017,0.762,70.700119,0.7824976,Africa
AM,1996,0.674,56.56897,0.59461026,Asia
AM,1997,0.687,56.645203,,Asia
AM,1998,0.788,56.717606,0.67223708,Asia
AM,1999,0.777,56.788784,,Asia
AM,2000,0.802,56.846333,0.65190706,Asia
AM,2001,0.869,56.890381,,Asia
AM,2002,0.869,56.96693,0.64930478,Asia
AM,2003,0.869,57.048313,0.61400572,Asia
AM,2004,0.869,57.142601,0.62209662,Asia
AM,2005,0.872,57.23465,0.63482826,Asia
AM,2006,0.872,57.405537,0.6341645,Asia
AM,2007,0.872,57.666672,0.64847688,Asia
AM,2008,0.864,57.775555,0.64161952,Asia
AM,2009,0.864,57.551201,0.62395154,Asia
AM,2010,0.859,57.538258,0.63926084,Asia
AM,2011,0.859,55.483459,0.631377,Asia
AM,2012,0.856,53.691063,0.61755748,Asia
AM,2013,0.855,53.150013,0.60638942,Asia
AM,2014,0.855,51.912663,0.6047997,Asia
AM,2015,0.856,50.614098,0.60676474,Asia
AM,2016,0.855,49.139366,0.6143909,Asia
AM,2017,0.81,48.400169,0.61209122,Asia
AZ,1996,0.933,54.223057,0.7891238,Asia
AZ,1997,0.933,54.277901,,Asia
AZ,1998,0.951,54.321026,0.760053,Asia
AZ,1999,0.951,54.361362,,Asia
AZ,2000,0.957,54.378639,0.7601236,Asia
AZ,2001,0.957,54.395779,,Asia
AZ,2002,0.957,54.415733,0.7358544,Asia
AZ,2003,0.957,54.415039,0.7014174,Asia
AZ,2004,0.957,54.41077,0.7326084,Asia
AZ,2005,0.961,54.397068,0.708982,Asia
AZ,2006,0.961,54.420525,0.7179518,Asia
AZ,2007,0.96,54.432972,0.724579,Asia
AZ,2008,0.958,54.251022,0.7297096,Asia
AZ,2009,0.957,54.148708,0.7376908,Asia
AZ,2010,0.953,55.944149,0.7487604,Asia
AZ,2011,0.953,56.52626,0.7357716,Asia
AZ,2012,0.954,55.399799,0.7253788,Asia
AZ,2013,0.954,52.417774,0.69335548,Asia
AZ,2014,0.954,52.067268,0.7037494,Asia
AZ,2015,0.954,51.042671,0.68599612,Asia
AZ,2016,0.954,48.877785,0.66770078,Asia
AZ,2017,0.959,47.398396,0.67706916,Asia
BY,1996,0.489,48.236572,0.57792184,Europe
BY,1997,0.4,48.236813,,Europe
BY,1998,0.4,48.225704,0.58579186,Europe
BY,1999,0.372,48.207962,,Europe
BY,2000,0.372,48.142788,0.57668412,Europe
BY,2001,0.364,48.085831,,Europe
BY,2002,0.367,48.017731,0.64065998,Europe
BY,2003,0.367,47.749516,0.6184721,Europe
BY,2004,0.367,47.466118,0.66004822,Europe
BY,2005,0.367,47.156651,0.65079746,Europe
BY,2006,0.366,46.740192,0.62405394,Europe
BY,2007,0.367,46.270473,0.63188034,Europe
BY,2008,0.367,45.757462,0.62577512,Europe
BY,2009,0.367,45.171749,0.625643,Europe
BY,2010,0.367,44.848694,0.63881974,Europe
BY,2011,0.367,44.238598,0.6358902,Europe
BY,2012,0.367,43.939804,0.60349934,Europe
BY,2013,0.34,43.486801,0.59424586,Europe
BY,2014,0.34,43.384865,0.56098536,Europe
BY,2015,0.34,43.304874,0.56700906,Europe
BY,2016,0.317,43.182476,0.55141402,Europe
BY,2017,0.321,43.218647,0.55151556,Europe
CM,1990,0.867,67.208618,,Africa
CM,1991,0.878,67.38224,,Africa
CM,1992,0.891,67.542671,,Africa
CM,1993,0.927,67.722076,,Africa
CM,1994,0.927,67.906952,,Africa
CM,1995,0.927,68.085815,,Africa
CM,1996,0.933,68.269905,0.766997,Africa
CM,1997,0.933,68.434967,,Africa
CM,1998,0.933,68.601601,0.7440478,Africa
CM,1999,0.933,68.775406,,Africa
CM,2000,0.933,68.95224,0.7384794,Africa
CM,2001,0.933,69.11187,,Africa
CM,2002,0.933,69.283882,0.73344,Africa
CM,2003,0.933,69.467308,0.69576338,Africa
CM,2004,0.933,69.640991,0.7216566,Africa
CM,2005,0.933,69.836983,0.7362674,Africa
CM,2006,0.933,70.007668,0.7172028,Africa
CM,2007,0.933,70.147087,0.704125,Africa
CM,2008,0.933,69.651962,0.7044334,Africa
