t_survey_name,t_survey_edition,t_country_l1u,t_country_year,survey,t_gender,hhinc_mean,persinc_mean,hhinc_prop_mis,persinc_prop_mis,hhinc_kurt,hhinc_skew,hhinc_scale_length,persinc_kurt,persinc_skew,persinc_scale_length,pcor_hhinc_persinc,scor_hhinc_persinc,scor_persinc_edu,scor_persinc_yrsedu,scor_hhinc_edu,scor_hhinc_yrsedu,scor_edu_yrsedu,n
ABS,2,MN,2006,ABS2MN1,0,52.6324393096928,,0.028735632183908,1,-1.25344324724833,-0.113562502794629,5,,,,,,,,0.324618455990721,0.369128061963508,0.813855211217977,522
ABS,2,MN,2006,ABS2MN1,1,48.8906247044105,,0.0437956204379562,1,-1.32520791799984,0.0964558441169359,5,,,,,,,,0.345715953458923,0.417221980585556,0.770762528747007,685
ABS,2,MY,2007,ABS2MY1,0,27.5722274647867,,0.0292682926829268,1,-0.342333852584999,0.776031193679704,5,,,,,,,,0.265892886962184,0.34037610092041,0.820553872902384,615
ABS,2,MY,2007,ABS2MY1,1,25.575524308471,,0.0199004975124378,1,0.0508720040875437,0.884989132342647,5,,,,,,,,0.308046401499747,0.381142100452132,0.826074388833244,603
ABS,2,PH,2005,ABS2PH1,0,12.5273411821874,,0.035,1,2.47101576510698,1.66683409058279,5,,,,,,,,0.357193062212063,0.354415765144806,0.90968821692112,600
ABS,2,PH,2005,ABS2PH1,1,12.5305153300992,,0.0283333333333333,1,2.54529190150016,1.67872262837776,5,,,,,,,,0.377929984676325,0.389825101261042,0.934106432780898,600
ABS,2,SG,2006,ABS2SG1,0,37.299985609322,,0.0804597701149425,1,-0.503533865161538,0.715206168244833,5,,,,,,,,0.449393047115242,0.479274236872971,0.903266141174368,522
ABS,2,SG,2006,ABS2SG1,1,34.0279348111207,,0.0755102040816327,1,-0.421817305000671,0.786762000552485,5,,,,,,,,0.544301819890288,0.526368050856214,0.944675579172297,490
ABS,2,TH,2006,ABS2TH1,0,33.2590824790946,,0.10857908847185,1,-0.303028076739631,0.681845033761564,5,,,,,,,,0.426729145074718,,,746
ABS,2,TH,2006,ABS2TH1,1,31.6949834506782,,0.10875,1,-0.266627868696876,0.756924403742067,5,,,,,,,,0.419128446403399,,,800
ABS,2,TW,2006,ABS2TW1,0,35.8814421057127,,0.101631116687578,1,-0.60011847865796,0.627380773801082,5,,,,,,,,0.367481413578858,0.429265934595598,0.841557407158034,797
ABS,2,TW,2006,ABS2TW1,1,33.2041918506665,,0.106329113924051,1,-0.46744060958245,0.725795328067397,5,,,,,,,,0.431904483026352,0.467610640056092,0.902158459045731,790
ABS,2,VN,2006,ABS2VN1,0,71.5654952076677,,0.00476947535771065,1,-0.464133245502434,-0.860447694455381,5,,,,,,,,0.245632172190606,0.21470800983964,0.885822806855943,629
ABS,2,VN,2006,ABS2VN1,1,68.1737588652482,,0.0122591943957968,1,-0.775596584201259,-0.717969070264426,5,,,,,,,,0.286010347733393,0.302287957463148,0.898692910982726,571
ABS,3,ID,2011,ABS3ID1,0,37.9371842307319,,0.0206451612903226,1,-0.681152023379979,0.496107404034155,5,,,,,,,,0.457159619717076,0.472669326799288,0.948929831891748,775
ABS,3,ID,2011,ABS3ID1,1,36.5914550193374,,0.0270967741935484,1,-0.556787445404189,0.591969244634402,5,,,,,,,,0.464953882774331,0.476038304737331,0.943493899692146,775
ABS,3,KR,2011,ABS3KR1,0,41.2992475688253,,0.0677685950413223,1,-0.933791898533219,0.407974176227658,5,,,,,,,,0.463210530179549,0.448761373045,0.937843186800259,605
ABS,3,KR,2011,ABS3KR1,1,40.3216228805041,,0.079734219269103,1,-1.008956811825,0.219533554136363,5,,,,,,,,0.424980496142973,0.42899086790694,0.974565440851163,602
ABS,3,MN,2010,ABS3MN1,0,40.8063103388099,,0.0297951582867784,1,-0.759933914459589,0.442320215598814,5,,,,,,,,0.489394847421106,0.506624393829395,0.88317352809307,537
ABS,3,MN,2010,ABS3MN1,1,42.3810339325944,,0.0133729569093611,1,-0.851928758390486,0.308102992916358,5,,,,,,,,0.527961620832167,0.588196247038599,0.860093389243076,673
ABS,3,MY,2011,ABS3MY1,0,44.9622240621368,,0.026578073089701,1,-0.755982317744575,0.232916215860489,5,,,,,,,,0.423588027232752,0.451027036348066,0.849624768063379,602
ABS,3,MY,2011,ABS3MY1,1,40.668516770076,,0.0245098039215686,1,-0.585854780750693,0.362134324931371,5,,,,,,,,0.375493633634217,0.38733454346217,0.886216032644897,612
ABS,3,PH,2010,ABS3PH1,0,19.7492542684627,,0.0233333333333333,1,0.366752371103238,1.04897819559875,5,,,,,,,,0.395199097752796,0.470880151335267,0.819650115457699,600
ABS,3,PH,2010,ABS3PH1,1,18.889190539895,,0.01,1,0.253803536282944,0.957015924627136,5,,,,,,,,0.317913017203247,0.329185190098272,0.848731435360398,600
ABS,3,SG,2010,ABS3SG1,0,40.1035229746041,,0.258,1,-0.624844321121269,0.428838619293838,5,,,,,,,,0.477333225482253,0.435589210925721,0.822084307132964,500
ABS,3,SG,2010,ABS3SG1,1,34.2353470796241,,0.286,1,-0.471127938351803,0.648850794950704,5,,,,,,,,0.369055020012855,0.349935433495039,0.871357665440992,500
ABS,3,TH,2010,ABS3TH1,0,31.1725677033799,,0.0650069156293223,1,-0.602847501599702,0.584381133404024,5,,,,,,,,0.466905071926162,0.531206146357123,0.866699001923407,723
ABS,3,TH,2010,ABS3TH1,1,26.4946788506764,,0.0671834625322997,1,-0.449011212488607,0.719527491847109,5,,,,,,,,0.351111418728532,0.438694410019421,0.847339348900318,774
ABS,3,TW,2010,ABS3TW1,0,33.7551597682264,,0.088622754491018,1,-0.694967921330402,0.631077825484278,5,,,,,,,,0.417406138051859,0.475599620361221,0.875023939688622,835
ABS,3,TW,2010,ABS3TW1,1,29.6127080883676,,0.0924702774108322,1,-0.225808730376308,0.84954195880226,5,,,,,,,,0.418961101243322,0.46737603002545,0.893032782913963,757
ABS,3,VN,2010,ABS3VN1,0,79.5164233576642,,0.159509202453988,1,0.7795950565994,-1.40687932629741,5,,,,,,,,0.245721145103129,0.217174140607313,0.868621972989867,652
ABS,3,VN,2010,ABS3VN1,1,77.2311212814645,,0.189239332096475,1,0.33065785360917,-1.2535694162671,5,,,,,,,,0.171896510772051,0.187100577419162,0.886138645256865,539
AFB,2,BW,2003,AFB2BW1,0,31.4913957934991,,0.129783693843594,1,-0.99516562233388,0.538084260110526,11,,,,,,,,0.279060826187644,,,601
AFB,2,BW,2003,AFB2BW1,1,24.930966469428,,0.153589315525876,1,-0.435221854392525,0.899951253577623,11,,,,,,,,0.212891047145192,,,599
AFB,2,CV,2002,AFB2CV1,0,22.8047491273036,,0.186305732484076,1,0.707669950564646,0.97008772515765,11,,,,,,,,0.112899420224864,,,628
AFB,2,CV,2002,AFB2CV1,1,16.8198743842611,,0.1515625,1,1.62503892527585,1.39079334380084,11,,,,,,,,0.150699392000407,,,640
AFB,2,GH,2002,AFB2GH1,0,24.6704331450094,,0.123762376237624,1,1.71967378749385,1.1836954627617,11,,,,,,,,0.197845252636337,,,606
AFB,2,GH,2002,AFB2GH1,1,25.4757281553398,,0.132996632996633,1,1.76610990451921,1.13040162206446,11,,,,,,,,0.149865439067889,,,594
AFB,2,KE,2003,AFB2KE1,0,34.7683115745571,,0.124373956594324,1,-1.05983335460116,0.240075443249458,11,,,,,,,,0.275621118168799,,,1198
AFB,2,KE,2003,AFB2KE1,1,30.3805836871219,,0.1775,1,-1.03860582252927,0.450158038818225,11,,,,,,,,0.302721938691565,,,1200
AFB,2,LS,2003,AFB2LS1,0,22.7272727272727,,0.065,1,-0.430287441853093,1.06197980829784,11,,,,,,,,0.255220438739461,,,600
AFB,2,LS,2003,AFB2LS1,1,24.4186046511628,,0.0683333333333333,1,-0.73423420239326,0.900348990079029,11,,,,,,,,0.307224198653018,,,600
AFB,2,ML,2002,AFB2ML1,0,30.7586206896552,,0.109062980030722,1,-0.669534064602481,0.56543318835554,11,,,,,,,,0.209743733974137,,,651
AFB,2,ML,2002,AFB2ML1,1,22.6245210727969,,0.174050632911392,1,-0.0104903327218504,1.01747524620749,11,,,,,,,,0.29267138143318,,,632
AFB,2,MW,2003,AFB2MW1,0,39.5126705653022,,0.133445945945946,1,-1.65004776112044,0.35068150711748,11,,,,,,,,0.31307743775993,,,592
AFB,2,MW,2003,AFB2MW1,1,29.9207920792079,,0.169407894736842,1,-1.1041493796742,0.804063162571658,11,,,,,,,,0.295340578670578,,,608
AFB,2,MZ,2002,AFB2MZ1,0,15.3811341312836,,0.0127478753541077,1,-0.0758629357713101,0.791742709930482,7,,,,,,,,0.435790973401048,,,706
AFB,2,MZ,2002,AFB2MZ1,1,10.4863357777396,,0.0187319884726225,1,0.949823157367743,1.21846497672633,7,,,,,,,,0.416606308283261,,,694
AFB,2,NA,2003,AFB2NA1,0,36.8613138686131,,0.0912106135986733,1,-1.0866910736553,0.392725891288711,11,,,,,,,,0.368444348108865,,,603
AFB,2,NA,2003,AFB2NA1,1,33.6648250460405,,0.0889261744966443,1,-0.703730578039041,0.67559261313029,11,,,,,,,,0.421445583494156,,,596
